work_id,imprint_date,author,title,format,price,topic,popularity,key_scots,imprints,scots_names
13163-a treatise on structure economy and diseases of liver together with inquiry into properties and component parts of bile and biliary concretions,1793,"Saunders, William, 1743-1817.",A treatise on the structure,8vo,NA,Scientific Improvement,4,3,"London: printed by T. Bensley: and sold by G. G. and J. Robinson, Paternoster-Row; J. Murray, Fleet Street; J. Johnson, St. Paul's Church-Yard; and T. Cox, St. Thomas's Street, Borough (T218042); London: sold by G. G. and J. Robinson, Paternoster-Row; J. Murray, Fleet Street; J. Johnson, St. Paul's Church-Yard; and T. Cox, St. Thomas's Street, Borough (T54051)","Johnson, J.; G. G. and J. Robinson; G. G. and J. Robinson; Murray, J.; Johnson, J."
2664-journal during residence in france from beginning of august to middle of december 1792,1793,"Moore, John, 1729-1802.",A journal during a residence in France,8vo,NA,Literature,12,1,"London: printed for G. G. and J. Robinson, Paternoster-Row (T89487); London: printed for G. G. J. and J. Robinson (T144189)",G. G. and J. Robinson; G. G. J. and J. Robinson
36028-patriot addressed to people on present state of affairs in britain and in france,1793,"Hardy, Thomas, 1748-1798.",The patriot,8vo,NA,Philosophy,2,1,"Edinburgh: printed for and sold by J. Dickson. London, sold by G. Nicol, Pall-Mall (N10903); Edinburgh: printed for J. Dickson, Edinburgh, and G. Nicol, Pall-Mall, London (T102145)","NA; Nicol, G."
4063-clinical guide,1793,"Nisbet, William, 1759-1822.",The clinical guide,12mo,NA,Scientific Improvement,9,1,"Edinburgh: printed for J. Watson and Co. South Bridge Street, and also sold by William Creech (T135346)","Creech, William"
45370-historical view of plans for government of british india and regulation of trade to east indies,1793,"Bruce, John, 1745-1826.","Historical view of plans, for the government of British India",4to,NA,Scientific Improvement,2,1,"London: NA (T147333); London: printed for J. Sewell, Cornhill; and J. Debrett, Piccadilly (T148096)","NA; Sewell, J."
56916-essay on novels poetical epistle,1793,"Thomson, Alexander, 1763-1803.",Essay on novels,4to,NA,Literature,2,NA,Edinburgh: printed for P. Hill and J. Watson and Co (N47154); Edinburgh: printed for P. Hill and J. Watson and Co (T4598),NA
9854-morbid anatomy of some of most important parts of human body by matthew baillie m,1793,"Baillie, Matthew, 1761-1823.","The morbid anatomy of some of the most important parts of the human body By Matthew Baillie, M.D. F.R.S",8vo,NA,Scientific Improvement,4,2,"London: printed for J. Johnson, St. Paul's Church-Yard; and G. Nicol, Pall-Mall (T149948)","Nicol, G.; Johnson, J."
15298-poetical works of robert blair,1794,"Blair, Robert, 1699-1746.",The poetical works,12mo,NA,Literature,4,1,"London: printed for J. & A. Arch; and for Bell and Bradfute, and J. Mundell & Co. Edinburgh (T174432); London: printed for John & Arthur Arch; and for Bell & Bradfute, and J. Mundell & Co. Edinburgh (T115376)",NA; Bell & Bradfute
15701-summary of geography and history both ancient and modern,1794,"Adam, Alexander, 1741-1809.","A summary of geography and history, both ancient and modern",8vo,NA,Scientific Improvement,4,2,"Edinburgh: Printed for T. Cadell and A. Strahan, London (T182275); Edinburgh: printed for A. Strahan and T. Cadell, London; and Bell & Bradfute and W. Creech, Edinburgh (T88398)","Cadell, T.; Strahan, A."
16893-a treatise on blood inflammation and gun-shot wounds by john hunter,1794,"Hunter, John, 1728-1793.",A treatise on the blood,4to,NA,Scientific Improvement,2,1,"London: printed by John Richardson, for George Nicol, Bookseller to His Majesty, Pall-Mall (T55638)","Nicol, George"
21434-poems tears of poland to which are added songs on various subjects scots and english with other poetical pieces,1794,"Galloway, George, 1755-",Poems. The tears of Poland,12mo,NA,Literature,3,NA,"Edinburgh: Printed for the author, and sold at his House, Millar's Land, Crosscauseway; and to be had of the booksellers of London, Edinburgh, and Glasgow, &c (T180103)",NA
24781-a dissertation on simple fever or on fever consisting of one paroxysm only,1794,"Fordyce, George, 1736-1802.",A dissertation on simple fever,8vo,NA,Scientific Improvement,3,1,"London: printed for J. Johnston, In ST. Paul's Church Yard (N1872); London: printed for J. Johnson, in St. Paul's Church Yard (T111958)","NA; Johnson, J."
38871-poems and tragedy by william julius mickle translator of lusiad,1794,"Mickle, William Julius, 1735-1788.",Poems,4to,NA,Literature,2,NA,"London: printed by A. Paris , Rolls Buildings ; for Egerton , Charing Cross ; Richardson , Royal Exchange ; and Fletcher, Oxford (N20902); London: printed by A. Paris, Roll's Buildings; for J. Egerton, charing cross; W. Richardson, Royal Exchange; and Fletcher and Hanwell, Oxford (T42580)",NA
3928-essays on following interesting subjects viz,1794,"Young, John, minister of the Gospel at Hawick, in Scotland.",Essays on the following interesting subjects,12mo,NA,Philosophy,9,1,"Edinburgh: NA (N2704); Edinburgh: NA (N46465); Edinburgh: printed for, and sold by William Creech; also by Brash and Reid, Glasgow (N8396)","NA; Creech, William"
41237-essays on following interesting subjects i,1794,"Young, John, minister of the Gospel at Hawick, in Scotland.",Essays on the following interesting subjects,12mo,NA,Philosophy,2,NA,Edinburgh: NA (T184800),NA
47050-poëtae sententiosi latini,1794,"Elphinston, James, 1721-1809.",Dhe sentencious poets,12mo,NA,Literature,2,NA,"London: Prostant, simul aut seorsum, Latini et Angli, apud G. Richardson; T. Boosey, N. 4, Braud-street; J. Deighton, N. 325, Holborn; et G. Clark, N. 38, Bond-street (T217859); London: Printed by H.L. Galabin, Ingram-coart, Fenchurch-Street; and sold, with or without the Lattin oridginals, by W. Ritchardson, Royal Exchainge; T. Boosey, N. 4, Braud-Street (dhare); J. Deighton, N. 352, Holborn; and W.Clark, N. 38, Bond-Street (T217861)",NA
50150-reflections on freedom of writing and impropriety of attempting to suppress it by penal laws,1794,"Bruce, Archibald, 1746-1816.",Reflections on freedom of writing,8vo,NA,Philosophy,2,NA,"Edinburgh: M.DCC.XCIV. To be sold by W. Berry, South Bridge, and J. Guthrie, Nicolson's Street, Edinburgh: Brash and Reid, J. Duncan and Son, Glasgow; and other booksellers (T149980); Edinburgh: Printed in the year (T170916)",NA
52412-letters to peers of scotland by earl of lauderdale,1794,"Lauderdale, James Maitland, Earl of, 1759-1839.",Letters to the peers of Scotland,8vo,NA,Philosophy,2,1,"London: printed for G. G. and J. Robinson, Paternoster-Row (T99384)",G. G. and J. Robinson
15560-essays on philosophical subjects by adam smith ll,1795,"Smith, Adam, 1723-1790.",Essays on philosophical subjects,4to,NA,Scientific Improvement,4,3,"London: printed for T. Cadell Jun. and W. Davies (successors to Mr. Cadell) in the Strand; and W. Creech, Edinburgh (T33499)","Cadell, T.; Creech, W.; Cadell,; Davies, W."
19039-discourses on nature and cure of wounds in two volumes,1795,"Bell, John, 1763-1820.",Discourses on the nature and cure of wounds,8vo,NA,Scientific Improvement,3,2,"Edinburgh: printed for Bell & Bradfute; and T. Cadell Junr and W. Davies, (successors to Mr Cadell), London (N8741); Edinburgh: NA (T26151)","Bell & Bradfute; Davies, W.; NA"
3028-scotlands skaith or history o will and jean our true tale,1795,"Macneill, Hector, 1746-1818.",Scotland's skaith,8vo,NA,Literature,11,NA,"Edinburgh: printed by Mundell and Son, R. Bank Close; sold by A. Guthrie, Bookseller, South-Bridge (T9109); Edinburgh: printed for P. Hill, & A. Guthrie, and sold by all the Booksellers (T206963); Edinburgh: printed by Mundell and Son ; sold by A. Guthrie (T126211)",NA
38858-select cases in midwifery extracted from records of edinburgh general lying-in hospital,1795,"Hamilton, James, 1767-1839.",Select cases in midwifery,8vo,NA,Scientific Improvement,2,1,"Edinburgh: printed for the benefit of the hospital, and sold by G. Mudie & Son; and by J. Johnson, London (N21659); Edinburgh: printed for the benefit of the hospital, and sold by P. Hill; and by J. Johnson, London (T18416)","Johnson, J."
42083-letter to right honourable earl fitzwilliam occasioned by his two letters to earl of carlisle,1795,"Playfair, William, 1759-1823.",Letter to the Right Honourable the Earl Fitzwilliam,8vo,Price from imprint: Price 1s (entered at Stati1rs' Hall,Philosophy,2,1,"London: printed for John Stockdale, Piccadilly (T13497)","Stockdale, John"
43090-facts and observations relative to coinage and circulation of counterfeit or base money with suggestions for remedying evil,1795,"Chalmers, George, 1742-1825.",Facts and observations relative to the coinage and circulation of counterfeit or base money,8vo,NA,Scientific Improvement,2,NA,"London: printed by Henry Fry, No. 8, Middle-Moorfields (T35143); London: printed by H. Fry, No. 8, Middle-Moorfields (T72030)",NA
46315-medical and chemical essays containing additional observations on scurvy with cases and miscellaneous facts in reply to,1795,"Trotter, Thomas, 1760-1832.",Medical and chemical essays,8vo,NA,Scientific Improvement,2,NA,"London: printed for J. S. Jordan, No. 166, Fleet-Street (N3783)",NA
47992-an inquiry into history nature causes and different modes of treatment hitherto pursued in cure of scrophula and cancer,1795,"Nisbet, William, 1759-1822.","An inquiry into the history, nature, causes, and different modes of treatment",8vo,NA,Scientific Improvement,2,1,"Edinburgh: printed by Alex. Chapman and Company, for Thomas Kay, No 332, Strand, London; and James Watson and Co. No 40, South Bridge, Edinburgh (T117579)","Kay, Thomas"
52724-a third dissertation on fever part i containing history and method of treatment of regular continued fever supposing it is left to pursue its ordinary course,1795,"Fordyce, George, 1736-1802.",A second dissertation on fever,8vo,NA,Scientific Improvement,2,1,"London: printed for J. Johnson, St. Paul's Church Yard (N21753)","Johnson, J."
55876-a view of causes and progress of french revolution by john moore m,1795,"Moore, John, 1729-1802.",A view of the causes and progress of the French Revolution,8vo,NA,Philosophy,2,1,"London: printed for G. G. and J. Robinson (T200489); London: printed for G. G. and J. Robinson, Paternoster-Row (T89488)",G. G. and J. Robinson
8284-a journey over land to india partly by route never gone before by any european by donald campbell of barbreck,1795,"Campbell, Donald, 1751-1804.",A journey over land to India,4to,NA,Literature,4,NA,"London: printed for Cullen and Company, No. 54, Pall-Mall (T73540)",NA
13576-observations concerning prevention and cure of venereal disease intended to guard ignorant and unwary against baneful effects of that insidious malady,1796,"Buchan, William, 1729-1805.",Observations concerning the prevention and cure of the venereal disease,8vo,NA,Scientific Improvement,4,NA,"London: printed for the author, and sold by T. Chapman fleet street,, and Mudie and Sons, Edinburgh (N10117); London: printed for T. Chapman, Fleet Street, and Mudie and Sons, Edinburgh (T26768)",NA
19402-letters of crito on causes objects and consequences of present war,1796,"Millar, John, 1735-1801.",Letters of Crito,12mo,NA,Philosophy,3,1,"Edinburgh: printed for J. Johnstone, and sold at the office of the Scots Chronicle, Murdoch's Close, High-Street (T178276); Edinburgh: printed and sold, at the office of the Scots Chronicle; and by Messrs. J. Elder, J. Robertson, and W. Berry, Booksellers, Edinburgh; Messrs. Brash & Reid, and Cameron & Murdoch, Booksellers, Glasgow; and by the principal Booksellers in Town and Country (T120788); London: printed for and sold by J. Debrett, opposite to Burlington-House, Piccadilly; J. Johnson, St. Paul's Church-Yard; and G. G. and J. Robinsons, Paternoster-Row (T38505)",NA; G. G. and J. Robinsons
21577-poetical works of william falconer with life of author,1796,"Falconer, William, 1732-1769.",The poetical works,12mo,NA,Literature,3,1,"London: printed for C. Cooke, No. 17, Paternoster-Row, and sold by all the booksellers in Great-Britain (T93235)","Cooke, C."
25379-waes o war or upshot o history o will and jean in four parts,1796,"Macneill, Hector, 1746-1818.",The waes o' war,8vo,NA,Literature,3,NA,"Edinburgh: Printed for A. Guthrie, South Bridge (T2357); Edinburgh: printed for A. Guthrie, South Bridge (T126653)",NA
42882-life of tobias smollett md with critical observations on his works,1796,"Anderson, Robert, 1750-1830.","The life of Tobias Smollett, M.D",8vo,NA,Literature,2,NA,"London: printed for J. Mundell & Co. Edinburgh; and for J. Mundell, College, Glasgow (T87883)",NA
43185-a philosophy view of universal history from creation of world to christian r̆a by robert heron,1796,"Heron, Robert, 1764-1807.",A philosophical view of universal history,8vo,NA,History,2,NA,"Edinburgh: printed for R. Morison and Son, Perth (T149786); Edinburgh: Printed for R. Morison and Son, Booksellers, Perth (T217503)",NA
4323-a narrative of extraordinary adventures and sufferings by shipwreck and imprisonment of donald campbell,1796,"Campbell, Donald, 1751-1804.",A narrative of the extraordinary adventures,12mo,NA,Literature,6,NA,"London: printed for Vernor and Hood, Birchin lane, Cornhill (T146296)",NA
44872-translation of letters of hindoo rajah written previous to and during period of his residence in england,1796,"Hamilton, Elizabeth, 1758-1816.",Translation of the letters of a Hindoo Rajah,8vo,NA,Literature,2,1,"London: printed for G.G. and J. Robinson, No. 25, Paternoster Row (T56854)",G. G. and J. Robinson
56072-an introduction to reading and spelling by william scott author of lessons in elocution new spelling and pronouncing dictionary of english language and teacher of english and geography,1796,"Scott, William, 1750-1804.","An introduction to reading and spelling. By William Scott, author of lessons in elocution, and a new spelling and pronouncing dictionary of the English language; and teacher of English, writing, and accounts",12mo,NA,Education,2,NA,"Edinburgh: Printed for J. Watson and Co. J. Dickson, J. & J. Fairbarrn, J. Guthrie, T. Brown, Edinburgh; and G. Peattie, Leith (T166925)",NA
